,RefSeq Assembly ID,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
291,GCF_025398135.1,GCF_025398135.1,PRJNA224116,SAMN30820558,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=WTJH36,na,latest,Complete Genome,Major,Full,2022/09/24,ASM2539813v1,Sir Run Run Shaw Hospital,GCA_025398135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/135/GCF_025398135.1_ASM2539813v1,na,na,na,haploid,bacteria,7556587.0,7556587.0,65.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/27/22,7180,6993,83,na
292,GCF_025398835.1,GCF_025398835.1,PRJNA224116,SAMN30863685,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY4593,na,latest,Complete Genome,Major,Full,2022/09/25,ASM2539883v1,Beijing Institute of Microbiology and Epidemiology,GCA_025398835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/835/GCF_025398835.1_ASM2539883v1,na,na,na,haploid,bacteria,6074358.0,6074358.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/27/22,5634,5466,79,na
293,GCF_025263585.1,GCF_025263585.1,PRJNA224116,SAMN20178252,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA0200,na,latest,Complete Genome,Major,Full,2022/09/19,ASM2526358v1,University of Manitoba,GCA_025263585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/263/585/GCF_025263585.1_ASM2526358v1,na,na,na,haploid,bacteria,6260102.0,6260102.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/20/22,5784,5665,79,na
294,GCF_025263605.1,GCF_025263605.1,PRJNA224116,SAMN20244498,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA0386,na,latest,Complete Genome,Major,Full,2022/09/19,ASM2526360v1,University of Manitoba,GCA_025263605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/263/605/GCF_025263605.1_ASM2526360v1,na,na,na,haploid,bacteria,6245940.0,6245940.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/20/22,5782,5655,79,na
295,GCF_025263705.1,GCF_025263705.1,PRJNA224116,SAMN26417650,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA01135,na,latest,Complete Genome,Major,Full,2022/09/19,ASM2526370v1,University of Manitoba,GCA_025263705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/263/705/GCF_025263705.1_ASM2526370v1,na,na,na,haploid,bacteria,6251522.0,6251522.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/20/22,5783,5654,79,na
296,GCF_025244965.1,GCF_025244965.1,PRJNA224116,SAMN30723102,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PLL01,na,latest,Complete Genome,Major,Full,2022/09/18,ASM2524496v1,China University of Geosciences,GCA_025244965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/244/965/GCF_025244965.1_ASM2524496v1,na,na,na,haploid,bacteria,6265529.0,6265529.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/19/22,5798,5657,78,na
297,GCF_025200845.1,GCF_025200845.1,PRJNA224116,SAMN28908268,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=HW001G,na,latest,Complete Genome,Major,Full,2022/09/14,ASM2520084v1,Universiti Malaysia Pahang,GCA_025200845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/845/GCF_025200845.1_ASM2520084v1,na,na,na,haploid,bacteria,6674687.0,6674687.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/15/22,6229,6067,81,na
298,GCF_025079255.1,GCF_025079255.1,PRJNA224116,SAMN27687876,na,na,1158200.0,287.0,Pseudomonas aeruginosa TBCF10839,strain=TBCF10839,na,latest,Complete Genome,Major,Full,2022/09/08,ASM2507925v1,Sustech Hospital,GCA_025079255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/079/255/GCF_025079255.1_ASM2507925v1,na,na,na,haploid,bacteria,6885256.0,6885256.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/08/22,6476,6316,81,na
299,GCF_024972855.1,GCF_024972855.1,PRJNA224116,SAMN29843201,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=M27432,na,latest,Complete Genome,Major,Full,2022/09/06,ASM2497285v1,Servicio Antimicrobianos,GCA_024972855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/972/855/GCF_024972855.1_ASM2497285v1,na,na,na,haploid,bacteria,6868572.0,6868572.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/07/22,6457,6291,83,na
300,GCF_025021565.1,GCF_025021565.1,PRJNA224116,SAMN20168915,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1-UW,na,latest,Complete Genome,Major,Full,2022/09/07,ASM2502156v1,South China Sea Institute of Oceanology,GCA_025021565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/021/565/GCF_025021565.1_ASM2502156v1,na,na,na,haploid,bacteria,6275471.0,6275471.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/07/22,5795,5680,79,na
301,GCF_025021745.1,GCF_025021745.1,PRJNA224116,SAMN22234621,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1-Holloway,na,latest,Complete Genome,Major,Full,2022/09/07,ASM2502174v1,South China Sea Institute of Oceanology,GCA_025021745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/021/745/GCF_025021745.1_ASM2502174v1,na,na,na,haploid,bacteria,6264447.0,6264447.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/07/22,5784,5662,79,na
302,GCF_024803805.1,GCF_024803805.1,PRJNA224116,SAMN27066003,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Pa150,na,latest,Complete Genome,Major,Full,2022/08/31,ASM2480380v1,Nankai University,GCA_024803805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/803/805/GCF_024803805.1_ASM2480380v1,na,na,na,haploid,bacteria,7018741.0,7018741.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/01/22,6651,6487,82,na
303,GCF_024760445.1,GCF_024760445.1,PRJNA224116,SAMN30369410,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PLL01,na,latest,Complete Genome,Major,Full,2022/08/29,ASM2476044v1,China University of Geosciences,GCA_024760445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/760/445/GCF_024760445.1_ASM2476044v1,na,na,na,haploid,bacteria,6258289.0,6258289.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/30/22,5786,5659,78,na
304,GCF_024734795.1,GCF_024734795.1,PRJNA224116,SAMN30333621,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SCAID TCT1-2022 (325),na,latest,Complete Genome,Major,Full,2022/08/24,ASM2473479v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_024734795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/734/795/GCF_024734795.1_ASM2473479v1,na,na,na,haploid,bacteria,6871852.0,6871852.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/25/22,6414,6229,81,na
305,GCF_024734815.1,GCF_024734815.1,PRJNA224116,SAMN30333620,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SCAID WND1-2022 (148),na,latest,Complete Genome,Major,Full,2022/08/24,ASM2473481v1,Scientific Center for Anti-infectious Drugs (SCAID),GCA_024734815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/734/815/GCF_024734815.1_ASM2473481v1,na,na,na,haploid,bacteria,6515978.0,6515978.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/25/22,6046,5901,79,na
306,GCF_024584495.1,GCF_024584495.1,PRJNA224116,SAMN30074508,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA5083,na,latest,Complete Genome,Major,Full,2022/08/08,ASM2458449v1,Hangzhou Medical University,GCA_024584495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/584/495/GCF_024584495.1_ASM2458449v1,na,na,na,haploid,bacteria,6902250.0,6902250.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/23/23,6442,6300,81,na
307,GCF_022213165.2,GCF_022213165.2,PRJNA224116,SAMN25688706,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=L1a,na,latest,Complete Genome,Major,Full,2022/08/04,ASM2221316v2,Chengdu University,GCA_022213165.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/213/165/GCF_022213165.2_ASM2221316v2,na,na,na,haploid,bacteria,6216913.0,6216913.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/19/23,5749,5633,74,na
308,GCF_024507915.1,GCF_024507915.1,PRJNA224116,SAMN29939564,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NWRC-1223,na,latest,Complete Genome,Major,Full,2022/08/03,ASM2450791v1,Lawrence Berkeley National Laboratory,GCA_024507915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/507/915/GCF_024507915.1_ASM2450791v1,na,na,na,haploid,bacteria,6325586.0,6325586.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/21/22,5848,5729,79,na
309,GCF_024507955.1,GCF_024507955.1,PRJNA224116,SAMN29939566,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ATCC 27853,na,latest,Complete Genome,Major,Full,2022/08/03,ASM2450795v1,Lawrence Berkeley National Laboratory,GCA_024507955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/507/955/GCF_024507955.1_ASM2450795v1,na,na,na,haploid,bacteria,6839761.0,6839761.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/17/23,6439,6299,82,na
310,GCF_024397355.1,GCF_024397355.1,PRJNA224116,SAMN29762331,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=D-2,na,latest,Complete Genome,Major,Full,2022/07/25,ASM2439735v1,liaocheng university,GCA_024397355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/397/355/GCF_024397355.1_ASM2439735v1,na,na,na,haploid,bacteria,6364446.0,6364446.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/08/23,5910,5789,78,na
311,GCF_024300845.1,GCF_024300845.1,PRJNA224116,SAMN27119722,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=R20-14,na,latest,Complete Genome,Major,Full,2022/07/18,ASM2430084v1,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",GCA_024300845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/300/845/GCF_024300845.1_ASM2430084v1,na,na,na,haploid,bacteria,6403588.0,6403588.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/27/23,5909,5789,79,na
312,GCF_024266805.1,GCF_024266805.1,PRJNA224116,SAMN29513587,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=F13,na,latest,Complete Genome,Major,Full,2022/07/14,ASM2426680v1,Dongguan Agricultural Science Research Center,GCA_024266805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/805/GCF_024266805.1_ASM2426680v1,na,na,na,haploid,bacteria,6478686.0,6478686.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/24/23,6063,5950,80,na
313,GCF_024266915.1,GCF_024266915.1,PRJNA224116,SAMN28550649,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA-1,na,latest,Complete Genome,Major,Full,2022/07/14,ASM2426691v1,School of Medicine,GCA_024266915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/915/GCF_024266915.1_ASM2426691v1,na,na,na,haploid,bacteria,7100966.0,7100966.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/24/23,6686,6528,79,na
314,GCF_024266935.1,GCF_024266935.1,PRJNA224116,SAMN28550875,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA-2,na,latest,Complete Genome,Major,Full,2022/07/14,ASM2426693v1,School of Medicine,GCA_024266935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/935/GCF_024266935.1_ASM2426693v1,na,na,na,haploid,bacteria,7102090.0,7102090.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/24/23,6687,6531,79,na
315,GCF_024126335.1,GCF_024126335.1,PRJNA224116,SAMN27739533,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1-L,na,latest,Complete Genome,Major,Full,2022/07/03,ASM2412633v1,University of Nottingham,GCA_024126335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/126/335/GCF_024126335.1_ASM2412633v1,na,na,na,haploid,bacteria,6276485.0,6276485.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/10/23,5798,5684,79,na
316,GCF_024126355.1,GCF_024126355.1,PRJNA224116,SAMN27739534,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1-N,na,latest,Complete Genome,Major,Full,2022/07/03,ASM2412635v1,University of Nottingham,GCA_024126355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/126/355/GCF_024126355.1_ASM2412635v1,na,na,na,haploid,bacteria,6217942.0,6217942.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/10/23,5754,5644,74,na
317,GCF_024089375.1,GCF_024089375.1,PRJNA224116,SAMN27737213,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1_Kat-X-2,na,latest,Complete Genome,Major,Full,2022/06/30,ASM2408937v1,Amrita Vishwa Vidyapeetham,GCA_024089375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/089/375/GCF_024089375.1_ASM2408937v1,na,na,na,haploid,bacteria,5915863.0,5915863.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/08/23,5490,5354,78,na
318,GCF_024089395.1,GCF_024089395.1,PRJNA224116,SAMN27737212,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAO1_Mat-X-1,na,latest,Complete Genome,Major,Full,2022/06/30,ASM2408939v1,Amrita Vishwa Vidyapeetham,GCA_024089395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/089/395/GCF_024089395.1_ASM2408939v1,na,na,na,haploid,bacteria,6014899.0,6014899.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/08/23,5657,5396,78,na
319,GCF_023822305.1,GCF_023822305.1,PRJNA224116,SAMN25582457,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=US449,na,latest,Complete Genome,Major,Full,2022/06/21,ASM2382230v1,KU Leuven,GCA_023822305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/822/305/GCF_023822305.1_ASM2382230v1,na,na,na,haploid,bacteria,6458275.0,6458275.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/14/23,6001,5871,80,35685363
320,GCF_023612335.1,GCF_023612335.1,PRJNA224116,SAMN16675406,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Z154,na,latest,Complete Genome,Major,Full,2022/05/31,ASM2361233v1,University of Siena,GCA_023612335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/612/335/GCF_023612335.1_ASM2361233v1,na,na,na,haploid,bacteria,6856553.0,6856553.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/20/23,6422,6282,81,35735984
321,GCF_023571485.1,GCF_023571485.1,PRJNA224116,SAMN28553478,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=UNC_PaerCF25,na,latest,Complete Genome,Major,Full,2022/05/28,ASM2357148v1,University of North Carolina at Chapel Hill,GCA_023571485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/571/485/GCF_023571485.1_ASM2357148v1,na,na,na,haploid,bacteria,6335028.0,6335028.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),06/02/23,5853,5687,80,na
322,GCF_023520735.1,GCF_023520735.1,PRJNA224116,SAMN28206123,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=L00-a,na,latest,Complete Genome,Major,Full,2022/05/23,ASM2352073v1,Northwestern University Feinberg School of Medicine,GCA_023520735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/520/735/GCF_023520735.1_ASM2352073v1,na,na,na,haploid,bacteria,7010374.0,7010374.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/28/23,6606,6452,86,na
323,GCF_023380065.1,GCF_023380065.1,PRJNA224116,SAMN28180381,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=D5,na,latest,Complete Genome,Major,Full,2022/05/17,ASM2338006v1,Xinjiang Medical University School of Basic Medical Sciences,GCA_023380065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/380/065/GCF_023380065.1_ASM2338006v1,na,na,na,haploid,bacteria,6355621.0,6355621.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/22/23,5897,5778,81,na
324,GCF_023272755.1,GCF_023272755.1,PRJNA224116,SAMN27926083,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=8D,na,latest,Complete Genome,Major,Full,2022/05/07,ASM2327275v1,"Northwest University, China",GCA_023272755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/272/755/GCF_023272755.1_ASM2327275v1,na,na,na,haploid,bacteria,6473527.0,6473527.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/19/23,6026,5894,79,na
325,GCF_023101265.1,GCF_023101265.1,PRJNA224116,SAMN27554290,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=AR19640,na,latest,Complete Genome,Major,Full,2022/04/25,ASM2310126v1,Sir Run Run Shaw Hospital,GCA_023101265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/101/265/GCF_023101265.1_ASM2310126v1,na,na,na,haploid,bacteria,6877311.0,6877311.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6464,6331,80,na
326,GCF_023101285.1,GCF_023101285.1,PRJNA224116,SAMN27554289,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=AR19583,na,latest,Complete Genome,Major,Full,2022/04/25,ASM2310128v1,Sir Run Run Shaw Hospital,GCA_023101285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/101/285/GCF_023101285.1_ASM2310128v1,na,na,na,haploid,bacteria,6373091.0,6373091.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,5894,5785,80,na
327,GCF_023101305.1,GCF_023101305.1,PRJNA224116,SAMN27554288,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=AR19438,na,latest,Complete Genome,Major,Full,2022/04/25,ASM2310130v1,Sir Run Run Shaw Hospital,GCA_023101305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/101/305/GCF_023101305.1_ASM2310130v1,na,na,na,haploid,bacteria,6833760.0,6833760.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6489,6340,80,na
328,GCF_023093935.1,GCF_023093935.1,PRJNA224116,SAMN27570671,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=34Pae36,na,latest,Complete Genome,Major,Full,2022/04/24,ASM2309393v1,Universidad El Bosque,GCA_023093935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/935/GCF_023093935.1_ASM2309393v1,na,na,na,haploid,bacteria,7583544.0,7583544.0,65.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/12/23,7304,7120,87,na
329,GCF_023093975.1,GCF_023093975.1,PRJNA224116,SAMN27570673,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=34Pae8,na,latest,Complete Genome,Major,Full,2022/04/24,ASM2309397v1,Universidad El Bosque,GCA_023093975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/975/GCF_023093975.1_ASM2309397v1,na,na,na,haploid,bacteria,6910734.0,6910734.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/12/23,6483,6331,80,na
330,GCF_023066825.1,GCF_023066825.1,PRJNA224116,SAMN24579863,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA1681,na,latest,Complete Genome,Major,Full,2022/04/20,ASM2306682v1,Wenzhou Medical University,GCA_023066825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/066/825/GCF_023066825.1_ASM2306682v1,na,na,na,haploid,bacteria,6549122.0,6549122.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/22/23,6070,5943,79,na
331,GCF_023066845.1,GCF_023066845.1,PRJNA224116,SAMN24579862,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA1616,na,latest,Complete Genome,Major,Full,2022/04/20,ASM2306684v1,Wenzhou Medical University,GCA_023066845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/066/845/GCF_023066845.1_ASM2306684v1,na,na,na,haploid,bacteria,6596388.0,6596388.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/22/23,6161,6012,80,na
332,GCF_023066865.1,GCF_023066865.1,PRJNA224116,SAMN24579861,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA1609,na,latest,Complete Genome,Major,Full,2022/04/20,ASM2306686v1,Wenzhou Medical University,GCA_023066865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/066/865/GCF_023066865.1_ASM2306686v1,na,na,na,haploid,bacteria,7335227.0,7335227.0,65.0,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/22/23,7000,6829,80,na
333,GCF_022870025.1,GCF_022870025.1,PRJNA224116,SAMN14078799,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PartH-Paeruginosa-RM8376,na,latest,Complete Genome,Major,Full,2022/04/11,ASM2287002v1,"National Institute of Advanced Industrial Science and Technology, Biomedical Research Institute",GCA_022870025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/025/GCF_022870025.1_ASM2287002v1,na,na,na,haploid,bacteria,6263669.0,6263669.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/28/23,5787,5669,79,na
334,GCF_022870525.1,GCF_022870525.1,PRJNA224116,SAMN14352261,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=A5803,na,latest,Complete Genome,Major,Full,2022/04/11,ASM2287052v1,University of Wroclaw,GCA_022870525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/525/GCF_022870525.1_ASM2287052v1,na,na,na,haploid,bacteria,6892015.0,6892015.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/27/23,6507,6365,81,34465897
335,GCF_022870545.1,GCF_022870545.1,PRJNA224116,SAMN14352263,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=AA43,na,latest,Complete Genome,Major,Full,2022/04/11,ASM2287054v1,University of Wroclaw,GCA_022870545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/545/GCF_022870545.1_ASM2287054v1,na,na,na,haploid,bacteria,6277301.0,6277301.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/27/23,5799,5679,79,34465897
336,GCF_022870565.1,GCF_022870565.1,PRJNA224116,SAMN14352264,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=CHA,na,latest,Complete Genome,Major,Full,2022/04/11,ASM2287056v1,University of Wroclaw,GCA_022870565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/565/GCF_022870565.1_ASM2287056v1,na,na,na,haploid,bacteria,6536046.0,6536046.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/28/23,6090,5947,81,34465897
337,GCF_022810825.1,GCF_022810825.1,PRJNA224116,SAMN13781155,na,na,1163396.0,287.0,Pseudomonas aeruginosa CI27,strain=CI27,na,latest,Complete Genome,Major,Full,2022/04/04,ASM2281082v1,University of Washington,GCA_022810825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/810/825/GCF_022810825.1_ASM2281082v1,na,na,na,haploid,bacteria,6878170.0,6878170.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/18/23,6490,6339,84,na
